Journal Title,ISSN,ESSN,RoMEO Record ID,Updated
"Crystal Structure Theory and Applications",2169-2491,2169-2505,1018,2013-11-15
"Crystallography Reports",1063-7745,1562-689X,141,2012-07-26
"Crystallography Reviews",0889-311X,1476-3508,1141,2014-03-26
"Crystals",,2073-4352,487,2011-01-21
"CrystEngComm",,1466-8033,63,2013-03-21
"CSAS Bulletin",0577-0963,1548-7431,110,2014-07-09
"CSI Transactions on ICT",2277-9078,2277-9086,74,2014-09-17
"CSSM",2372-5540,2167-2458,300,2014-08-01
"Cuadernos AISPI",2283-981X,,1774,2014-04-17
"Cuadernos de Administración",,0120-3592,1759,2014-01-03
"Cuadernos de Antropología",,1409-3138,1364,2012-10-23
"Cuadernos de Arquitectura Romana",1133-6129,,969,2011-05-25
"Cuadernos de Contabilidad",0123-1472,,1759,2014-01-03
"Cuadernos de Desarrollo Rural",,2215-7727,1759,2014-01-03
"Cuadernos de Economía",0121-4772,,686,2014-08-27
"Cuadernos de Economía y Dirección de la Empresa",1138-5758,,990,2013-10-21
"Cuadernos de Estudios Gallegos",0210-847X,1988-8333,780,2010-08-13
"Cuadernos de Filología Inglesa",0213-5485,1989-6123,969,2011-05-25
"Cuadernos de Geografía - Revista Colombiana de Geografía",0121-215X,,686,2010-08-10
"Cuadernos de Investigación Filológica",0211-0547,1699-292X,1679,2014-10-24
"Cuadernos de Investigación Geográfica",0211-6820,1697-9540,1679,2014-10-24
"Cuadernos de la Cátedra Miguel de Unamuno",0210-749X,,1333,2012-09-12
"Cuadernos de Literatura",,2346-1691,1759,2014-01-03
"Cuadernos de Música, Artes Visuales y Artes Escénicas",,2215-9959,1759,2014-01-03
"Cuadernos de Neuropsicología/Panamerican Journal of Neuropsychology",0718-4123,,1444,2014-03-21
"Cuadernos de Psicología del Deporte",1578-8423,1989-5879,969,2011-05-25
"Cuadernos de Turismo",1139-7861,1989-4635,969,2011-05-25
"Cuadernos de Vivienda y Urbanismo",,2145-0226,1759,2014-01-03
"Cuadernos Dieciochistas",1576-7914,,1333,2012-09-12
"Cuadernos Electrónicos de Filosofía del Derecho",,1138-9877,1865,2014-04-16
"Cuadernos Inter.c.a.mbio sobre Centroamérica y el Caribe",,1659-0139,1364,2013-09-24
"Cuestiones de sociología",2346-8904,,2051,2014-08-11
"Cultura",1584-1057,2065-5002,1000,2014-02-18
"Cultura Científica",1657-463X,,1614,2013-08-13
"Cultural and Social History",1478-0038,1478-0046,261,2014-09-16
"Cultural Anthropology",0886-7356,1548-1360,110,2014-07-09
"Cultural Diversity and Ethnic Minority Psychology",1099-9809,1939-0106,12,2011-03-18
"Cultural Diversity and Mental Health",1077-341X,,12,2013-11-21
"Cultural Dynamics",0921-3740,1461-7048,65,2013-03-11
"cultural geographies",1474-4740,1477-0881,65,2013-03-11
"Cultural History",2045-290X,2045-2918,266,2014-06-16
"Cultural Politics",1743-2197,1751-7435,166,2014-07-11
"Cultural Sociology",1749-9755,1749-9763,1581,2013-08-20
"Cultural Studies",0950-2386,1466-4348,1140,2014-03-26
"Cultural Studies - Critical Methodologies",1532-7086,1552-356X,65,2013-03-11
"Cultural Studies of Science Education",1871-1502,1871-1510,74,2014-09-08
"Cultural Studies Review",,1837-8692,1946,2014-07-31
"Cultural Trends",0954-8963,1469-3690,1140,2014-03-26
"Culture, Agriculture, Food and Environment",,2153-9561,580,2014-03-18
"Culture and Agriculture",1048-4876,1556-486X,110,2014-07-09
"Culture and Organization",1475-9551,1477-2760,1140,2014-03-26
"Culture and Psychology",1354-067X,1461-7056,65,2013-03-11
"Culture and Religion",1475-5610,1475-5629,1140,2014-03-26
"Culture, Health and Sexuality",1369-1058,1464-5351,1139,2014-03-26
"Culture, Health and Sexuality: An International Journal for Research, Intervention and Care",1369-1058,1464-5351,1139,2014-03-26
"Culture, Medicine and Psychiatry",0165-005X,1573-076X,74,2014-09-17
"Culture, Theory and Critique",1473-5784,1473-5776,1140,2014-03-26
"Culture Unbound",,2000-1525,1656,2013-09-24
"Cumberland and Westmorland Antiquarian and Archaeological Society Transactions",0309-7986,,490,2010-11-09
"Curationis",0379-8577,2223-6279,971,2011-10-24
"Curator: The Museum Journal",0011-3069,2151-6952,1499,2014-03-18
"Current",0011-3131,,1140,2014-03-26
"Current Addiction Reports",,2196-2952,74,2014-09-17
"Current Advances in Applied Microbiology and Biotechnology",0964-8712,,30,2014-05-16
"Current Advances in Cancer Research",0895-9803,,30,2014-05-16
"Current Advances in Cell and Developmental Biology",0741-1626,,30,2014-05-16
"Current Advances in Clinical Chemistry",0885-1980,,30,2014-05-16
"Current Advances in Ecological and Environmental Sciences",0955-6648,,30,2014-05-16
"Current Advances in Endocrinology and Metabolism",0964-8720,,30,2014-05-16
"Current Advances in Genetics and Molecular Biology",0741-1642,,30,2014-05-16
"Current Advances in Immunology and Infectious Diseases",0964-8747,,30,2014-05-16
"Current Advances in Neuroscience",0741-1677,,30,2014-05-16
"Current Advances in Plant Science",0306-4484,,30,2014-05-16
"Current Advances in Protein Biochemistry",0965-0504,,30,2014-05-16
"Current Advances in Toxicology",0965-0512,,30,2014-05-16
"Current Aging Science",1874-6098,1874-6128,316,2013-01-24
"Current Allergy and Asthma Reports",1529-7322,1534-6315,379,2014-09-08
"Current Alzheimer Research",1567-2050,,316,2013-01-24
"Current Anaesthesia and Critical Care",0953-7112,,30,2014-05-16
"Current Analytical Chemistry",1573-4110,1875-6727,316,2013-01-24
"Current Anesthesiology Reports",,2167-6275,74,2014-09-17
"Current Angiogenesis",2211-5528,2211-5536,316,2013-01-24
"Current Anthropology",0011-3204,1537-5382,77,2014-02-24
"Current Applied Physics",1567-1739,,30,2014-05-16
"Current Approaches in Psychiatry",1309-0658,1309-0674,1004,2011-05-03
"Current Atherosclerosis Reports",1523-3804,1534-6242,379,2014-09-08
"Current Attention Disorders Reports",1943-4561,1943-457X,379,2014-07-09
"Current Behavioral Neuroscience Reports",,2196-2979,74,2014-09-17
"Current Bioactive Compounds",1573-4072,,316,2013-01-24
"Current Bioinformatics",1574-8936,,316,2013-01-24
"Current Biology",0960-9822,1879-0445,131,2014-04-09
"Current Biomarker Findings",,2230-2492,407,2014-01-30
"Current Biotechnology",2211-5501,2211-551X,316,2013-01-24
"Current Bladder Dysfunction Reports",1931-7212,1931-7220,379,2014-09-08
"Current Breast Cancer Reports",1943-4588,1943-4596,379,2014-09-08
"Current Cancer Drug Targets",1568-0096,,316,2013-01-24
"Current Cancer Therapy Reviews",1573-3947,,316,2013-01-24
"Current Cardiology Reports",1523-3782,1534-3170,379,2014-09-08
"Current Cardiology Reviews",1573-403X,,316,2013-01-24
"Current Cardiovascular Imaging Reports",1941-9066,1941-9074,379,2014-09-08
"Current Cardiovascular Risk Reports",1932-9520,1932-9563,379,2014-07-09
"Current Catalysis",2211-5447,2211-5455,316,2013-01-24
"Current Chemical Biology",1872-3136,,316,2013-01-24
"Current Chinese Science",2210-2914,2210-2981,316,2013-01-24
"Current Clinical Microbiology Reports",,2196-5471,74,2014-09-17
"Current Clinical Pharmacology",1574-8847,,316,2013-01-24
"Current Colorectal Cancer Reports",1556-3790,1556-3804,379,2014-09-08
"Current Computer Aided-Drug Design",1573-4099,,316,2013-01-24
"Current Developmental Disorders Reports",,2196-2987,74,2014-09-17
"Current Diabetes Reports",1534-4827,1539-0829,379,2014-07-09
"Current Diabetes Reviews",1573-3998,,316,2013-01-24
"Current Diagnostic Pathology",0968-6053,,30,2014-05-16
"Current Directions in Psychological Science",0963-7214,1467-8721,1691,2013-10-24
"Current Drug Abuse Reviews",1874-4737,,316,2013-01-24
"Current Drug Delivery",1567-2018,,316,2013-01-24
"Current Drug Discovery Technologies",1570-1638,,316,2013-01-24
"Current Drug Metabolism",1389-2002,,316,2013-01-24
"Current Drug Safety",1574-8863,,316,2013-01-24
"Current Drug Targets",1389-4501,,316,2013-01-24
"Current Drug Therapy",1574-8855,,316,2013-01-24
"Current Emergency and Hospital Medicine Reports",,2167-4884,74,2014-09-17
"Current Environmental Health Reports",,2196-5412,74,2014-09-17
"Current Enzyme Inhibition",1573-4080,,316,2013-01-24
"Current Epidemiology Reports",,2196-2995,74,2014-09-17
"Current Eye Research",0271-3683,1460-2202,348,2013-10-29
"Current Fungal Infection Reports",1936-3761,1936-377X,379,2014-09-08
"Current Gastroenterology Reports",1522-8037,1534-312X,379,2014-09-08
"Current Gene Therapy",1566-5232,,316,2013-01-24
"Current Genetic Medicine Reports",,2167-4876,74,2014-09-17
"Current Genetics",0172-8083,1432-0983,74,2014-09-08
"Current Genomics",1389-2029,,316,2013-01-24
"Current GERD Reports",1934-967X,1934-9661,379,2014-07-09
"Current Geriatrics Reports",,2196-7865,74,2014-09-17
"Current Gerontology and Geriatrics Research",1687-7063,1687-7071,100,2013-03-20
"Current Heart Failure Reports",1546-9530,1546-9549,379,2014-09-08
"Current Hematologic Malignancy Reports",1558-8211,1558-822X,379,2014-07-09
"Current Hepatitis Reports",1540-3416,1541-0706,379,2014-07-09
"Current Hepatology Reports",,2195-9595,74,2014-09-17
"Current HIV/AIDS Reports",1548-3568,1548-3576,379,2014-09-08
"Current HIV Research",1570-162X,,316,2013-01-24
"Current Hypertension Reports",1522-6417,1534-3111,379,2014-09-08
"Current Hypertension Reviews",1573-4021,,316,2013-01-24
"Current Immunology Reviews",1573-3955,,316,2013-01-24
"Current Indian Science",2210-299X,2210-3007,316,2013-01-24
"Current Infectious Disease Reports",1523-3847,1534-3146,379,2014-09-08
"Current Inorganic Chemistry",1877-9441,1877-945X,316,2013-01-24
"Current Issues in Auditing",,1936-1270,633,2012-07-24
"Current Issues in Education",,1099-839X,1564,2014-08-20
"Current Issues in Language Planning",1466-4208,1747-7506,1140,2014-03-26
"Current Issues in Molecular Biology",1467-3037,1467-3045,778,2013-03-07
"Current Issues in Tourism",1368-3500,1747-7603,1140,2014-03-26
"Current Japanese Science",2210-3015,2210-3023,316,2013-01-24
"Current Legal Problems",0070-1998,2044-8422,1481,2013-03-26
"Current Medical Imaging Reviews",1573-4056,,316,2013-01-24
"Current Medical Research and Opinion",0300-7995,1473-4877,348,2013-10-29
"Current Medicinal Chemistry",0929-8673,,316,2013-01-24
"Current Microbiology",0343-8651,1432-0991,74,2014-09-08
"Current Molecular Imaging",2211-5552,2211-5544,316,2013-01-24
"Current Molecular Medicine",1566-5240,,316,2013-01-24
"Current Molecular Pharmacology",1874-4672,,316,2013-01-24
"Current Nanoscience",1573-4137,,316,2013-01-24
"Current Neurology and Neuroscience Reports",1528-4042,1534-6293,379,2014-09-08
"Current Neuropharmacology",1570-159X,,316,2013-01-24
"Current Neurovascular Research",1567-2026,,316,2013-01-24
"Current Nutrition and Food Science",1573-4013,,316,2013-01-24
"Current Obstetrics and Gynaecology",0957-5847,,30,2014-05-16
"Current Oncology Reports",1523-3790,1534-6269,379,2014-09-08
"Current Ophthalmology Reports",,2167-4868,74,2014-09-17
"Current Opinion in Allergy and Clinical Immunology",1528-4050,1473-6322,48,2013-10-23
"Current Opinion in Anaesthesiology",0952-7907,1473-6500,48,2013-10-23
"Current Opinion in Anesthesiology",0952-7907,1473-6500,48,2013-10-23
"Current Opinion in Biotechnology",0958-1669,,30,2014-05-16
"Current Opinion in Cardiology",0268-4705,1531-7080,48,2013-10-23
"Current Opinion in Cell Biology",0955-0674,,30,2014-05-16
"Current Opinion in Chemical Biology",1367-5931,,30,2014-05-16
"Current Opinion in Chemical Engineering",2211-3398,,30,2014-05-16
"Current Opinion in Clinical Nutrition and Metabolic Care",1363-1950,1473-6519,48,2013-10-23
"Current Opinion in Colloid and Interface Science",1359-0294,,30,2014-08-19
"Current Opinion in Critical Care",1070-5295,1531-7072,48,2013-10-23
"Current Opinion in Drug Discovery and Development",1367-6733,2040-3437,164,2013-03-18
"Current Opinion in Endocrinology, Diabetes and Obesity",1752-296X,1752-2978,48,2013-10-23
"Current Opinion in Environmental Sustainability",1877-3435,,30,2014-05-16
"Current Opinion in Gastroenterology",0267-1379,1531-7056,48,2013-10-23
"Current Opinion in Genetics and Development",0959-437X,,30,2014-08-19
"Current Opinion in Hematology",1065-6251,1531-7048,48,2013-10-23
"Current Opinion in HIV and AIDS",1746-630X,1746-6318,48,2013-10-23
"Current Opinion in Immunology",0952-7915,,30,2014-05-16
"Current Opinion in Infectious Diseases",0951-7375,1473-6527,48,2013-10-23
"Current Opinion in Investigational Drugs",1472-4472,2040-3429,164,2013-03-18
"Current Opinion in Lipidology",0957-9672,1473-6535,48,2013-10-23
"Current Opinion in Microbiology",1369-5274,,30,2014-05-16
"Current Opinion in Molecular Therapeutics",1464-8431,2040-3445,164,2013-03-18
"Current Opinion in Nephrology and Hypertension",1062-4821,1473-6543,48,2014-07-11
"Current Opinion in Neurobiology",0959-4388,,30,2014-05-16
"Current Opinion in Neurology",1350-7540,1473-6551,48,2013-10-23
"Current Opinion in Obstetrics and Gynecology",1040-872X,1473-656X,48,2013-10-23
"Current Opinion in Oncology",1040-8746,1531-703X,48,2013-10-23
"Current Opinion in Ophthalmology",1040-8738,1531-7021,48,2013-10-23
"Current Opinion in Organ Transplantation",1087-2418,1531-7013,48,2013-10-23
"Current Opinion in Orthopaedics",1940-7041,1941-7551,48,2014-07-11
"Current Opinion in Otolaryngology and Head and Neck Surgery",1068-9508,1531-6998,48,2013-10-23
"Current Opinion in Pediatrics",1040-8703,1531-698X,48,2013-10-23
"Current Opinion in Pharmacology",1471-4892,,30,2014-05-16
"Current Opinion in Plant Biology",1369-5266,,30,2014-05-16
"Current Opinion in Psychiatry",0951-7367,1473-6578,48,2013-10-23
"Current Opinion in Pulmonary Medicine",1070-5287,1531-6971,48,2013-10-23
"Current Opinion in Rheumatology",1040-8711,1531-6963,48,2013-10-23
"Current Opinion in Solid State and Materials Science",1359-0286,,30,2014-08-19
"Current Opinion in Structural Biology",0959-440X,,30,2014-05-16
"Current Opinion in Supportive and Palliative Care",1751-4258,1751-4266,48,2013-10-23
"Current Opinion in Urology",0963-0643,1473-6586,48,2013-10-23
"Current Opinion in Virology",1879-6257,,30,2014-05-16
"Current Oral Health Reports",,2196-3002,74,2014-09-17
"Current Organic Chemistry",1385-2728,,316,2013-01-24
"Current Organic Synthesis",1570-1794,,316,2013-01-24
"Current Orthopaedic Practice",1940-7041,1941-7551,48,2014-07-11
"Current Orthopaedics",0268-0890,,30,2014-05-16
"Current Osteoporosis Reports",1544-1873,1544-2241,379,2014-09-08
"Current Otorhinolaryngology Reports",,2167-583X,74,2014-09-17
"Current Pain and Headache Reports",1531-3433,1534-3081,379,2014-09-08
"Current Pathobiology Reports",,2167-485X,74,2014-09-17
"Current Pediatric Reviews",1573-3963,,316,2013-01-24
"Current Pediatrics Reports",,2167-4841,74,2014-09-17
"Current Pharmaceutical Analysis",1573-4129,,316,2013-01-24
"Current Pharmaceutical Biotechnology",1389-2010,,316,2013-01-24
"Current Pharmaceutical Design",1381-6128,,316,2013-01-24
"Current Pharmacogenomics and Personalized Medicine",1875-6913,1875-6921,316,2013-01-24
"Current Physical Chemistry",1877-9468,1877-9476,316,2013-01-24
"Current Physical Medicine and Rehabilitation Reports",,2167-4833,74,2014-09-17
"Current Politics and Economics of Africa",,1098-4070,1800,2014-03-06
"Current Politics and Economics of Europe",,1057-2309,1800,2014-03-06
"Current Politics and Economics of Northern and Western Asia",,2158-5865,1800,2014-03-06
"Current Politics and Economics of Russia, Eastern and Central Europe",,1057-2295,1800,2014-03-06
"Current Politics and Economics of South and Central America",,1935-2549,1800,2014-03-06
"Current Politics and Economics of South, Southeastern, and Central Asia",,2157-6270,1800,2014-03-06
"Current Politics and Economics of the Middle East",,1939-5809,1800,2014-03-06
"Current Politics and Economics of the United States, Canada, and Mexico",,1098-4143,1800,2014-03-06
"Current Practice",1499-2329,,485,2012-03-05
"Current Practice: Dental Hygiene",1499-8033,,485,2012-03-05
"Current Problems in Cancer",0147-0272,,30,2014-05-16
"Current Problems in Cardiology",0146-2806,,30,2014-05-16
"Current Problems in Diagnostic Radiology",0363-0188,,30,2014-05-16
"Current Problems in Pediatric and Adolescent Health Care",1538-5442,,30,2014-05-16
"Current Problems in Surgery",0011-3840,,30,2014-05-16
"Current Prostate Reports",1544-225X,1544-1865,379,2014-07-09
"Current Protein and Peptide Science",1389-2037,,316,2013-01-24
"Current Proteomics",1570-1646,,316,2013-01-24
"Current Psychiatry Reports",1523-3812,1535-1645,379,2014-09-08
"Current Psychiatry Reviews",1573-4005,,316,2013-01-24
"Current Psychological Reviews",0144-3895,,74,2014-05-16
"Current Psychology",1046-1310,1936-4733,74,2014-09-08
"Current Psychopharmacology",2211-5560,2211-5579,316,2013-01-24
"Current Psychosis and Therapeutics Reports",1545-8083,1545-8091,379,2014-07-09
"Current Radiology Reports",,2167-4825,74,2014-09-17
"Current Radiopharmaceuticals",1874-4710,,316,2013-01-24
"Current Research in Bacteriology",1994-5426,2077-2122,945,2012-07-13
"Current Research in Cardiovascular Pharmacology",2152-193X,2152-1956,943,2011-02-10
"Current Research in Chemistry",1996-5052,,944,2012-10-02
"Current Research in Dairy Sciences",1994-5434,,944,2012-10-02
"Current Research in Dentistry",,1949-0119,2131,2014-10-29
"Current Research in Drug Discovery",,2333-3235,2131,2014-10-29
"Current Research in Jazz",,1944-4877,1584,2013-06-24
"Current Research in Neuroscience",1996-3408,,943,2011-02-10
"Current Research in Physics",2154-3119,2154-3127,943,2011-02-10
"Current Research in Poultry Science",2152-2111,2152-212X,943,2011-02-10
"Current Research in Psychology",,1949-0178,2131,2014-10-29
"Current Research in Space Science",2154-3097,2154-3100,943,2011-02-10
"Current Research in Tuberculosis",1819-3366,2152-3363,943,2011-02-10
"Current Respiratory Medicine Reviews",1573-398X,,316,2013-01-24
"Current Reviews in Musculoskeletal Medicine",1935-973X,1935-9748,319,2014-09-08
"Current Rheumatology Reports",1523-3774,1534-6307,379,2014-07-09
